id_transaksi,tanggal_transaksi,id_pelanggan,nama_pelanggan,id_distributor,id_cabang,nama_daerah,jenis_usaha,id_barang,nama_barang,id_merek,kategori_produk,tipe_produk,satuan_kemasan,jumlah_barang,harga_idr
IN6144,2022-01-22,CUST55383,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,13,64700.00
IN6144,2022-01-22,CUST55383,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,13,9800.00
IN6144,2022-01-22,CUST55383,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,13,31000.00
IN6144,2022-01-22,CUST55383,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,13,21000.00
IN6280,2022-01-23,CUST55384,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,2,96000.00
IN6280,2022-01-23,CUST55384,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,3,112000.00
IN6280,2022-01-23,CUST55384,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,5,47000.00
IN6280,2022-01-23,CUST55384,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,25,39000.00
IN6280,2022-01-23,CUST55384,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,10,64700.00
IN6280,2022-01-23,CUST55384,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,10,31000.00
IN6280,2022-01-23,CUST55384,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,10,21000.00
IN6052,2022-01-23,CUST55385,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,5,39000.00
IN6052,2022-01-23,CUST55385,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,5,31000.00
IN6052,2022-01-23,CUST55385,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,5,21000.00
IN6089,2022-01-25,CUST55386,"APOTEK SAHABAT",EPM,CAB07,Padang,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,9,64700.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,2,96000.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,2,112000.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,12,17000.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,5,24500.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,5,47000.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,5,39000.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,12,64700.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,5,9800.00
IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,12,31000.00
IN6036,2022-01-27,CUST55388,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,15,17000.00
IN6036,2022-01-27,CUST55388,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,12,24500.00
IN6036,2022-01-27,CUST55388,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,22,31000.00
IN6036,2022-01-27,CUST55388,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,10,21000.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,1,96000.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,5,17000.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,7,24500.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,7,47000.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,7,39000.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,14,64700.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,8,9800.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,18,31000.00
IN6029,2022-01-28,CUST55389,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,20,21000.00
IN6190,2022-01-23,CUST55390,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,40,96000.00
IN6287,2022-01-30,CUST55391,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,17,112000.00
IN6287,2022-01-30,CUST55391,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,20,39000.00
IN6287,2022-01-30,CUST55391,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,16,21000.00
IN6102,2022-01-31,CUST55392,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,11,17000.00
IN6102,2022-01-31,CUST55392,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,24,64700.00
IN6301,2022-02-01,CUST55393,"APOTEK SAHABAT",EPM,CAB07,Padang,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,12,24500.00
IN6301,2022-02-01,CUST55393,"APOTEK SAHABAT",EPM,CAB07,Padang,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,12,39000.00
IN6301,2022-02-01,CUST55393,"APOTEK SAHABAT",EPM,CAB07,Padang,Apotek,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,24,9800.00
IN6301,2022-02-01,CUST55393,"APOTEK SAHABAT",EPM,CAB07,Padang,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,10,31000.00
IN6024,2022-01-27,CUST55394,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,4,96000.00
IN6024,2022-01-27,CUST55394,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,12,24500.00
IN6024,2022-01-27,CUST55394,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,12,47000.00
IN6024,2022-01-27,CUST55394,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,12,39000.00
IN6024,2022-01-27,CUST55394,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,8,64700.00
IN6024,2022-01-27,CUST55394,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,12,9800.00
IN6024,2022-01-27,CUST55394,"KLINIK DR. ANDRI",TD,CAB08,Lampung,Klinik,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,16,21000.00
IN6184,2022-01-28,CUST55395,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,1,112000.00
IN6184,2022-01-28,CUST55395,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,12,17000.00
IN6184,2022-01-28,CUST55395,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,25,24500.00
IN6184,2022-01-28,CUST55395,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,25,39000.00
IN6307,2022-01-23,CUST55396,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,4,96000.00
IN6307,2022-01-23,CUST55396,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,4,112000.00
IN6307,2022-01-23,CUST55396,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,24,17000.00
IN6307,2022-01-23,CUST55396,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,12,24500.00
IN6307,2022-01-23,CUST55396,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,14,47000.00
IN6307,2022-01-23,CUST55396,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,15,39000.00
IN6307,2022-01-23,CUST55396,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,22,64700.00
IN6308,2022-01-23,CUST55397,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,8,96000.00
IN6308,2022-01-23,CUST55397,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,10,39000.00
IN6245,2022-01-30,CUST55397,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,34,9800.00
IN6195,2022-01-31,CUST55398,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,10,24500.00
IN6195,2022-01-31,CUST55398,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,10,64700.00
IN6195,2022-01-31,CUST55398,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,67,31000.00
IN6023,2022-02-01,CUST55399,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,10,24500.00
IN6023,2022-02-01,CUST55399,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,10,47000.00
IN6023,2022-02-01,CUST55399,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,10,39000.00
IN6023,2022-02-01,CUST55399,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,10,64700.00
IN6023,2022-02-01,CUST55399,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,10,9800.00
IN6023,2022-02-01,CUST55399,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,67,31000.00
IN6023,2022-02-01,CUST55399,"KLINIK SAHABAT",TD,CAB05,Tangerang,Klinik,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,15,21000.00
IN6113,2022-02-01,CUST55382,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,2,96000.00
IN6113,2022-02-01,CUST55382,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,2,112000.00
IN6113,2022-02-01,CUST55382,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,12,24500.00
IN6113,2022-02-01,CUST55382,"KLINIK GM",TA,CAB03,Jakarta,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,12,47000.00
IN6259,2022-02-01,CUST55405,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,25,112000.00
IN6259,2022-02-01,CUST55405,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,14,17000.00
IN6259,2022-02-01,CUST55405,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,18,24500.00
IN6259,2022-02-01,CUST55405,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,18,47000.00
IN6259,2022-02-01,CUST55405,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,19,39000.00
IN6063,2022-02-01,CUST55417,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,12,96000.00
IN6063,2022-02-01,CUST55417,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,25,112000.00
IN6063,2022-02-01,CUST55417,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,14,17000.00
IN6063,2022-02-01,CUST55417,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,21,24500.00
IN6063,2022-02-01,CUST55417,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,24,47000.00
IN6063,2022-02-01,CUST55417,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,10,39000.00
IN6063,2022-02-01,CUST55417,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,23,64700.00
IN6063,2022-02-01,CUST55417,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,12,9800.00
IN6063,2022-02-01,CUST55417,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,10,31000.00
IN6063,2022-02-01,CUST55417,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,67,21000.00
IN6064,2022-02-02,CUST55380,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,24,24500.00
IN6064,2022-02-02,CUST55380,"APOTEK TAPAK",EPM,CAB01,Aceh,Apotek,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,24,47000.00
IN6131,2022-01-28,CUST55418,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,10,31000.00
IN6131,2022-01-28,CUST55418,"APOTEK MAJA",TA,CAB02,Kuningan,Apotek,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,27,21000.00
IN6028,2022-01-30,CUST55420,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,98,96000.00
IN6028,2022-01-30,CUST55420,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0002,"ALERGINE TABLET SALUT",BRND002,ETIKAL,"Produk jadi",DUS,5,112000.00
IN6028,2022-01-30,CUST55420,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0003,AMPICILLIN,BRND003,MARCKS,"Produk jadi",BOTOL,4,17000.00
IN6028,2022-01-30,CUST55420,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,8,24500.00
IN6028,2022-01-30,CUST55420,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,9,47000.00
IN6028,2022-01-30,CUST55420,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",BRND006,"OGB & PH","Produk jadi",TABLET,10,39000.00
IN6028,2022-01-30,CUST55420,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BRND007,ETIKAL,"Produk jadi",BOTOL,7,64700.00
IN6028,2022-01-30,CUST55420,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0008,"TETRACYCLINE KAPSUL 250 MG",BRND008,MARCKS,"Produk jadi",KAPSUL,100,9800.00
IN6028,2022-01-30,CUST55420,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0009,"AMBROXOL HC",BRND009,VNS,"Produk jadi",BOTOL,67,31000.00
IN6028,2022-01-30,CUST55420,"APOTEK MERDEKA",TA,CAB04,Bandung,Apotek,BRG0010,PARACETAMOL,BRND010,SLCYL,"Produk jadi",BOTOL,78,21000.00
IN6306,2022-01-27,CUST55430,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0001,"ACYCLOVIR DUS",BRND001,"OGB & PH","Produk jadi",DUS,45,96000.00
IN6306,2022-01-27,CUST55430,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",BRND004,VNS,"Produk jadi",KAPSUL,45,24500.00
IN6306,2022-01-27,CUST55430,"APOTEK SINAR JAYA",TA,CAB06,Bekasi,Apotek,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",BRND005,SLCYL,"Produk jadi",TABLET,34,47000.00
